stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\User\Downloads\I2P1_Final_project-master\Final\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.06396] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06398] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06399] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06401] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06402] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06404] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06406] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06408] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06409] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06411] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06412] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06414] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06416] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06417] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06419] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06421] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06422] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06424] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06426] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06427] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06429] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06431] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06432] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06434] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06435] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06437] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06439] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06440] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06442] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06444] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06445] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06447] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06449] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06450] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06452] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06454] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06455] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06457] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06458] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06460] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06462] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06463] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06465] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06467] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06468] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06470] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06472] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06473] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06475] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06477] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06478] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06480] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06482] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06483] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06485] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06487] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06488] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06490] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06492] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06493] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06495] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06497] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06498] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06500] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06501] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06503] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06505] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06506] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06509] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06510] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06512] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06514] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06515] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06517] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06518] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06520] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06521] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06523] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06524] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06525] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.06529] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.06548] Chose a display format: 23
d3d      I         d3d_disp.cpp:1427 d3d_display_thread_proc          [   0.06552] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.08982] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.13911] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.13918] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.13922] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.13928] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.13931] Returning d3d_display: 0000000000ffb3c0
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.13933] al_display=0000000000ffb3c0
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.13934] al_display->vt=0000000000ffb250
system   D            wsystem.c:874  _al_win_safe_load_library        [   0.13963] PathFindOnPath found: C:\windows\system32\d3dx9_43.dll
system   D            wsystem.c:780  load_library_at_path             [   0.13966] Calling LoadLibrary C:\windows\system32\d3dx9_43.dll
system   I            wsystem.c:783  load_library_at_path             [   0.14030] Loaded C:\windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.14035] Module "d3dx9_43.dll" loaded.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14044] opening assets/font/pirulen.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.14714] Font assets/font/pirulen.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.14720]     ascent=12.0, descent=-3.0, height=14.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.14723] added dtor for ttf_font 0000000000f16610, func 00007ff8f7214c05
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   0.14727] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   0.14728] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.14730] added dtor for voice 0000000000f21640, func 00007ff8f7225024
dtor     D               dtor.c:196  _al_register_destructor          [   0.14733] added dtor for mixer 0000000000f21780, func 00007ff8f72204dc
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.14735] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.14737] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.14921] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.14926] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.14932] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.14934] added dtor for sample_instance 0000000000f239d0, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14936] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14937] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14938] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.14940] added dtor for sample_instance 0000000000f23af0, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14941] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14942] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14943] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.14944] added dtor for sample_instance 0000000000f23c10, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14953] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14954] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14955] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.14957] added dtor for sample_instance 0000000000f2fd50, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14958] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14959] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14960] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.14962] added dtor for sample_instance 0000000000f30f10, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14964] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14965] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14966] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.14968] added dtor for sample_instance 0000000000f31030, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14969] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14971] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14972] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.14973] added dtor for sample_instance 0000000000f31150, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14975] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14976] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14977] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.14978] added dtor for sample_instance 0000000000f31270, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14980] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14981] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14982] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.14983] added dtor for sample_instance 0000000000f314a0, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14985] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14986] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14987] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.14988] added dtor for sample_instance 0000000000f315c0, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14989] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14990] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14991] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.14992] added dtor for sample_instance 0000000000f316e0, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14993] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14994] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14995] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.14997] added dtor for sample_instance 0000000000f31800, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14998] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14999] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15001] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.15002] added dtor for sample_instance 0000000000f31970, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.15003] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15004] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15005] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.15007] added dtor for sample_instance 0000000000f32150, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.15008] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15009] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15010] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.15011] added dtor for sample_instance 0000000000f32270, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.15012] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15013] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15014] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.15015] added dtor for sample_instance 0000000000f32390, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.15017] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15018] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15019] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.15020] added dtor for sample_instance 0000000000f31df0, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.15021] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15022] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15023] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.15025] added dtor for sample_instance 0000000000f31f10, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.15026] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15027] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15028] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.15029] added dtor for sample_instance 0000000000f32030, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.15030] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15031] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15032] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.15033] added dtor for sample_instance 0000000000f324b0, func 00007ff8f721929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.15034] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15035] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.15036] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.15038] added dtor for sample_instance 0000000000f325d0, func 00007ff8f721929b
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [   0.15039] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [   0.15040] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [   0.23964] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [   0.23970] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [   0.23972] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [   0.23974] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [   0.23976] Voice stopped
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.23978] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.23980] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.23991] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.23994] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.23999] Voice started
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.24002] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.24003] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.24005] 
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.24006] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.24008] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.24009] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.24011] added dtor for queue 0000000000f41e40, func 00007ff8f711c5dc
dtor     D               dtor.c:196  _al_register_destructor          [   0.24496] added dtor for timer 0000000000f4e6e0, func 00007ff8f712fb3b
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.24511] opening assets/image/icon.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.25178] opening assets/image/icon.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25206] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25209] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25210] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25212] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25213] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25214] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25215] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25216] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25218] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.25219] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.25220] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.25221] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.25222] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.25272] added dtor for bitmap 0000000000f586c0, func 00007ff8f70f1bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25456] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25460] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25462] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25463] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25464] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25466] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25467] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25469] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.25470] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.25472] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.25474] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.25476] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.25478] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.25493] added dtor for bitmap 0000000000fe7800, func 00007ff8f70f1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.25831] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.25838] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.26386] removed dtor for bitmap 0000000000fe7800
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.26459] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.26463] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.26465] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.26467] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.26468] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.26469] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.26471] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.26472] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.26474] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.26475] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.26477] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.26479] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.26480] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.26500] added dtor for bitmap 0000000000fe7800, func 00007ff8f70f1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.27273] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.27280] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.27620] removed dtor for bitmap 0000000000fe7800
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.27899] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.27904] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.27905] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.27906] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.27907] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.27908] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.27909] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.27910] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.27911] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.27913] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.27914] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.27915] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.27916] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   0.27946] Glyph 50: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.27949] Locking glyph region: 0000000000f51ae0 0 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.27963] Unlocking page: 0000000000f51ae0
font     D                ttf.c:243  alloc_glyph_region               [   0.27979] Glyph 84: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.27981] Locking glyph region: 0000000000f51ae0 16 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.27984] Unlocking page: 0000000000f51ae0
font     D                ttf.c:243  alloc_glyph_region               [   0.27994] Glyph 71: 12x11 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.27996] Locking glyph region: 0000000000f51ae0 32 0 12 12
font     D                ttf.c:167  unlock_current_page              [   0.28000] Unlocking page: 0000000000f51ae0
